"","X","Date","text"
"1726",1725,"2022-04-20 13:50:00+00:00","UN: More than 5 million refugees have now fled Ukraine

https://t.co/A5i3S8vrn7"
"1727",1726,"2022-04-20 13:40:00+00:00","New omicron subvariant now approximately 20% of US infections

https://t.co/3fyv7zRdYY"
"1728",1727,"2022-04-20 13:30:00+00:00","New deadline looms to evacuate 6,000 from Mariupol by bus

https://t.co/4gqm4s1hV6"
"1729",1728,"2022-04-20 13:20:00+00:00","Chinese immigrant running for Congress says she's 'heartbroken' by Shanghai lockdown: 'Country gone mad'

https://t.co/IdgTHqwIRQ"
"1730",1729,"2022-04-20 13:15:55+00:00","BREAKING: Secret Service investigate shooting at location connected to Peruvian Embassy

https://t.co/gRsjpvRbnV"
"1731",1730,"2022-04-20 13:10:00+00:00","Biden to host military chiefs at White House amid worsening Ukraine war

https://t.co/sA1Qa5TSyy"
"1732",1731,"2022-04-20 13:00:03+00:00","OPINION: The Biden gig is up

https://t.co/Iu0V4O2GGA"
"1733",1732,"2022-04-20 12:50:00+00:00","NYC parents slam Mayor Adams as toddler mask mandate remains: 'Cruel and unusual punishment'

https://t.co/omUKmu0WPL"
"1734",1733,"2022-04-20 12:40:00+00:00","Extradition of Wikileaks founder Julian Assange approved by UK judge

https://t.co/6NsNBRVOkS"
"1735",1734,"2022-04-20 12:30:00+00:00","White House announces restoration of environmental regulations scrapped by Trump admin

https://t.co/wTHMidLD5n"
"1736",1735,"2022-04-20 12:20:00+00:00","Wimbledon to bar Russian, Belarusian players from competing: reports

https://t.co/PRQFhRC953"
"1737",1736,"2022-04-20 12:10:00+00:00","'After School Satan Club' up for vote at PA elementary school

https://t.co/as4a055OvY"
"1738",1737,"2022-04-20 12:00:03+00:00","Jerry Rice recalls NFL Draft worries: 'I never thought I was going to get drafted'

https://t.co/0NFxZ0qEOh"
"1739",1738,"2022-04-20 11:50:00+00:00","College students weigh in on the student loan crisis as Biden again extends payment pause

https://t.co/U3lGiX0DIC"
"1740",1739,"2022-04-20 11:40:00+00:00","From Kentucky to Hollywood: Inside Johnny Depp’s difficult childhood and rise to stardom in his own words

https://t.co/VjbmWl78Yf"
"1741",1740,"2022-04-20 11:30:00+00:00","'Annie' star Aileen Quinn explains why she took a break from Hollywood: 'It was a blessing in disguise'

https://t.co/ZBeXRW3jhQ"
"1742",1741,"2022-04-20 11:20:00+00:00","OPINION: Biden's greatest Ukraine challenge is coming

https://t.co/uMJI1HnnDi"
"1743",1742,"2022-04-20 11:10:00+00:00","Ukrainian marine commander makes last-ditch plea for evacuation from Mariupol

https://t.co/tQdfUjyxxw"
"1744",1743,"2022-04-20 11:00:03+00:00","FLORIDA SWOOPS IN: The governor says he's 'gonna be looking at ways' to hold 'this Twitter board of directors accountable.' https://t.co/b0ueHdxZiN https://t.co/oaF7W9JrtS"
"1745",1744,"2022-04-20 10:50:00+00:00","Elon Musk reportedly setting up move for Twitter within 10 days
https://t.co/VecgHr9Vc7"
"1746",1745,"2022-04-20 10:40:00+00:00","Sean Penn was told to 'get the f--k' out of Ukraine while filming documentary 
https://t.co/dnDzTkC3gz"
"1747",1746,"2022-04-20 10:30:00+00:00","Washington Post's Taylor Lorenz doxxes Libs Of TikTok days after decrying online harassment of women 
https://t.co/yI754dxphf"
"1748",1747,"2022-04-20 10:20:00+00:00","Hegseth celebrates end to travel mask mandate: 'Victory for the American people' 
https://t.co/a2sA07PMIr"
"1749",1748,"2022-04-20 10:10:00+00:00","OPINION: Russia and China are ramping up a new cold war and our independence is at risk 
https://t.co/bauX64lxRr"
"1750",1749,"2022-04-20 10:00:01+00:00","‘NOT BASED IN SCIENCE’: @RealCandaceO blasts liberals who want to fight the judge’s ruling that struck down the federal mask mandate for public transportation. https://t.co/aGMrwqs3Tm https://t.co/5xmjn2dy1v"
"1751",1750,"2022-04-20 09:50:00+00:00","OPINION: Twitter shareholders should sue over ‘poison pill’ plot to foil Elon Musk 
https://t.co/Oqmsivcrjx"
"1752",1751,"2022-04-20 09:40:00+00:00","Why blue-check pundits and pols are trashing Twitter as Musk seeks control
https://t.co/Hw0eIq209p"
"1753",1752,"2022-04-20 09:30:00+00:00","Arizona wildfire spreads to more than 6,000 acres, prompting evacuations
https://t.co/SidecdyNKi"
"1754",1753,"2022-04-20 09:20:00+00:00","New Jersey diocese agrees to pay $87.5 million in child sex abuse settlement
https://t.co/tQDFpSAoZ6"
"1755",1754,"2022-04-20 09:10:00+00:00","NYC subway attack shows city's ongoing struggle to grapple with mental health, crime surge, experts say
https://t.co/tIlayoXviW"
"1756",1755,"2022-04-20 09:00:00+00:00","NO MASK, NO PROBLEM: Pete Hegseth applauds a federal judge's ruling to strike down the Biden admin’s mask mandate for public transportation. https://t.co/qDuaSM8sN7 https://t.co/elxEpKfCq9"
"1757",1756,"2022-04-20 08:50:00+00:00","EPA used COVID-19 relief funds for grants promoting ‘green infrastructure,’ ‘environmental justice’
https://t.co/HuoZuifEoy"
"1758",1757,"2022-04-20 08:40:00+00:00","Democrats, liberal media pivot from unpopular Biden ahead of midterms as ‘reality’ sets in
https://t.co/IxkFbI5t4D"
"1759",1758,"2022-04-20 08:30:00+00:00","OPINION: The gloves are now off of Biden's quiet education radicalism
https://t.co/TgIBK2oA7i"
"1760",1759,"2022-04-20 08:20:00+00:00","Jerry Rice recalls NFL Draft worries: 'I never thought I was going to get drafted'
https://t.co/0NFxZ0qEOh"
"1761",1760,"2022-04-20 08:10:00+00:00","College students weigh in on the student loan crisis as Biden again extends payment pause
https://t.co/U3lGiWJ2R4"
"1762",1761,"2022-04-20 08:00:00+00:00","MASK HYSTERIA: Some called for a boycott of airlines who don't continue requiring masks. https://t.co/zgA9SaWbsL https://t.co/wpAc05R4br"
"1763",1762,"2022-04-20 07:50:00+00:00","From Kentucky to Hollywood: Inside Johnny Depp’s difficult childhood and rise to stardom in his own words
https://t.co/VjbmWl78Yf"
"1764",1763,"2022-04-20 07:40:00+00:00","5-time Grand Slam champ Maria Sharapova says she is pregnant
https://t.co/hrQznjKz99"
"1765",1764,"2022-04-20 07:30:00+00:00","Connecticut House passes bill combatting abortion laws in other states; Gov. Lamont will sign
https://t.co/mpMESGISqJ"
"1766",1765,"2022-04-20 07:20:00+00:00",".@KellyannePolls shocked at how stubborn Biden is with his agenda
https://t.co/ycbQplSKSE"
"1767",1766,"2022-04-20 07:10:00+00:00","OPINION: @greggutfeld: Nothing says tough on crime like getting an endorsement from a murderer
https://t.co/9SkgiJV1lk"
"1768",1767,"2022-04-20 07:00:00+00:00","WALLED OFF: ‘There is no question we have a broken immigration system,' White House press secretary Jen Psaki said. https://t.co/PTEZsOYH6i https://t.co/VTbD4E6zkY"
"1769",1768,"2022-04-20 06:50:00+00:00",".@TulsiGabbard: Parents should have the right to raise children without fear of government
https://t.co/Z1WrU8DsWm"
"1770",1769,"2022-04-20 06:40:00+00:00","Man stabbed in Texas machete attack near homeless encampment
https://t.co/gpc3DwDO2u"
"1771",1770,"2022-04-20 06:30:00+00:00","Black DJ accused by activists of wearing blackface speaks out on shocking experience
https://t.co/LV23RvMX53"
"1772",1771,"2022-04-20 06:20:00+00:00",".@kayleighmcenany calls out the left for 'sick obsession with their children'
https://t.co/fkLTeQLYrQ"
"1773",1772,"2022-04-20 06:10:00+00:00",".@seanhannity: Biden is refusing to accept responsibility for anything
https://t.co/781y2k6nXs"
"1774",1773,"2022-04-20 06:00:01+00:00","‘AUTHENTIC DIVISION’: @greggutfeld rips into the White House as it considers appealing a court ruling that threw out the federal mask mandate for public transportation. https://t.co/hBlreKLLL4"
"1775",1774,"2022-04-20 05:45:00+00:00","Elon Musk reportedly setting up move for Twitter within 10 days 
https://t.co/VecgHqSjNx"
"1776",1775,"2022-04-20 05:40:00+00:00","Hegseth celebrates end to travel mask mandate: 'Victory for the American people' 
https://t.co/a2sA087nzZ"
"1777",1776,"2022-04-20 05:35:00+00:00","OPINION: Twitter shareholders should sue over ‘poison pill’ plot to foil Elon Musk 
https://t.co/OqmsiuUPUX"
"1778",1777,"2022-04-20 05:30:00+00:00","BREAKING COVER: The White House's attempt to extend the federal mask mandate on airplanes and other modes of transportation was shot down by a federal judge on Monday. https://t.co/OvkmPPG8u1 https://t.co/uAm2bUcxis"
"1779",1778,"2022-04-20 05:25:00+00:00","Republican governors deploy 'strike force' to secure border amid surge in migrants 
https://t.co/4dI5lpIDmG"
"1780",1779,"2022-04-20 05:20:00+00:00","Texas Gov. Abbott 'bringing the border to Biden' as he, Arizona's Ducey give update on crisis 
https://t.co/5a9Jzs9n5T"
"1781",1780,"2022-04-20 05:15:00+00:00","WRONG ‘ANSWER’: ‘I hope Jen Psaki fights very hard against this ruling. I hope President Biden does and I hope they show the true autocrats they are,’ said 'Outnumbered' co-host @kayleighmcenany. https://t.co/ExrNYwVdo0 https://t.co/RCXocmkHx0"
"1782",1781,"2022-04-20 05:10:00+00:00","Biden blames Putin for inflation, warns war in Ukraine will 'continue to take its toll' on economy
https://t.co/mZaLQ49eK2"
"1783",1782,"2022-04-20 05:05:00+00:00","Florida state rep files bill to eliminate Disney's self-governing power 
https://t.co/UUDGzxVwyA"
"1784",1783,"2022-04-20 05:00:01+00:00","COURTROOM DRAMA: The Pirates of the Caribbean actor denied abusing Amber Heard, saying she made ‘quite heinous and disturbing’ allegations against him. https://t.co/KwOZA30bni"
"1785",1784,"2022-04-20 04:55:00+00:00","Roseanne Barr slams ABC's decision to fire her following controversial tweet: 'Witch-burning is what it is'
https://t.co/cyuY65NkY2"
"1786",1785,"2022-04-20 04:50:00+00:00","42 migrants on terror watchlist arrested attempting to enter US illegally under Biden: CBP data 
https://t.co/zI9t4fnc2T"
"1787",1786,"2022-04-20 04:45:00+00:00","‘UTTER NONSENSE’: ESPN star has choice words in response to social justice warrior’s claim he has ‘unfinished business’ in the NFL. https://t.co/0BGnyP0O79 https://t.co/KwHD2vratS"
"1788",1787,"2022-04-20 04:40:00+00:00","Russian newspaper targets Biden's health, cites five signs of dementia 
https://t.co/6xOPdVL5FW"
"1789",1788,"2022-04-20 04:35:00+00:00","Police ramp up efforts nationwide to curb illegal street racing, encourage legal alternatives
https://t.co/zJb7Ta8Z97"
"1790",1789,"2022-04-20 04:30:00+00:00",".@IngrahamAngle: COVID lockdowns allowed the left to force change on America
https://t.co/WLDJKbg3JL"
"1791",1790,"2022-04-20 04:25:00+00:00",".@SaraCarterDC joins Texas DPS at border, encounters woman stranded by smugglers
https://t.co/OExa9xgrG1"
"1792",1791,"2022-04-20 04:20:00+00:00",".@RealCandaceO: The CDC, OSHA should face consequences for unconstitutional mask mandates
https://t.co/GUYcGl2PL4"
"1793",1792,"2022-04-20 04:15:00+00:00","Russia rejects cease-fire for civilian evacuation amid Eastern Orthodox Holy Week
https://t.co/YkGZA21Nwb"
"1794",1793,"2022-04-20 04:10:00+00:00","OPINION: @TuckerCarlson: Libs of TikTok oust campaign was designed to shut down a highly effective Twitter feed
https://t.co/wjPt8oxuaS"
"1795",1794,"2022-04-20 04:01:00+00:00","Psaki fights back tears over Florida's parental rights bill, says it's hurting children's 'lives' https://t.co/VdNM49mBI8"
"1796",1795,"2022-04-20 03:55:00+00:00","Julia Roberts says being a 'homemaker' contributed to her 20-year absence from romantic comedies https://t.co/uS3z2KlQ2J"
"1797",1796,"2022-04-20 03:45:00+00:00","White Castle celebrates 101st anniversary of the slider https://t.co/AhtRWZouac"
"1798",1797,"2022-04-20 03:40:00+00:00","Kellyanne Conway: Biden border policies are based on 'spite' and it's why Democrats are turning on him https://t.co/JUqF5lKLiq"
"1799",1798,"2022-04-20 03:35:00+00:00","Ukraine volunteers detained by Russia recall horrors: 'It was like a nightmare come to life' https://t.co/RRATYT0K52"
"1800",1799,"2022-04-20 03:30:00+00:00","Prince Harry provides details from secret meeting with Queen Elizabeth https://t.co/1uGQEAL8jc"
"1801",1800,"2022-04-20 03:25:00+00:00","THE NEW OLD NORMAL: @IngrahamAngle says the left is 'freaking out' about the latest mask ruling because masks gave them 'an excuse to enforce change' and control over Americans. https://t.co/p6V70geq0j"
"1802",1801,"2022-04-20 03:15:00+00:00","Leo Terrell: I was a Democrat and 'they are failing this country' https://t.co/UMChKv7Cvp"
"1803",1802,"2022-04-20 03:05:00+00:00","Women's rights activist says pregnant inmates at NJ women's prison 'shoots a hole' in 'trans ideology' https://t.co/WMAQDd5J9H"
"1804",1803,"2022-04-20 02:56:22+00:00","OPINION: Tucker: Libs of TikTok oust campaign was designed to shut down a highly effective Twitter feed https://t.co/wjPt8oP5zs"
"1805",1804,"2022-04-20 02:55:44+00:00","‘NOT A PARTISAN ISSUE’: Former Representative @TulsiGabbard sounds off on liberal criticism against Florida’s controversial parental rights bill. https://t.co/YCxrgL5ROE"
"1806",1805,"2022-04-20 02:46:39+00:00","Netflix loses subscribers amid growing competition, account sharing https://t.co/EHzZ1y02AH"
"1807",1806,"2022-04-20 02:38:57+00:00","California inmates learn in first college behind bars https://t.co/dK5hHv47ef"
"1808",1807,"2022-04-20 02:23:33+00:00","Austin Whole Foods unveils pay-by-palm service for grocery shoppers https://t.co/3ta6OAZ84T"
"1809",1808,"2022-04-20 02:09:47+00:00","Prince Harry’s mission now is to ‘protect’ Queen Elizabeth after trip back to UK: ‘It was so nice to see her’ https://t.co/PKfpqwoG6Q"
"1810",1809,"2022-04-20 02:00:00+00:00","FLORIDA SWOOPS IN: The governor says he's 'gonna be looking at ways' to hold 'this Twitter board of directors accountable.' https://t.co/BofABSsaZv https://t.co/kwWaW6vsPO"
"1811",1810,"2022-04-20 01:55:03+00:00","NYT columnist Paul Krugman predicts 'violence' towards mask wearers after mandate lift https://t.co/N6VWQnVxSm"
"1812",1811,"2022-04-20 01:44:59+00:00","‘NOT BASED IN SCIENCE’: @RealCandaceO blasts liberals who want to fight the judge’s ruling that struck down the federal mask mandate for public transportation. https://t.co/RW3UgqL9Za"
"1813",1812,"2022-04-20 01:43:18+00:00","Elon Musk reportedly setting up move for Twitter within 10 days https://t.co/VecgHr9Vc7"
"1814",1813,"2022-04-20 01:31:30+00:00","Sean Penn was told to 'get the f--k' out of Ukraine while filming documentary https://t.co/dnDzTkksp1"
"1815",1814,"2022-04-20 01:22:41+00:00","Washington Post's Taylor Lorenz doxxes Libs Of TikTok days after decrying online harassment of women https://t.co/yI754dfOpH"
"1816",1815,"2022-04-20 01:13:42+00:00","Houston man charged after dead woman found in cardboard box https://t.co/ahFzXKc3Pf"
"1817",1816,"2022-04-20 01:06:45+00:00","Hegseth celebrates end to travel mask mandate: 'Victory for the American people' https://t.co/a2sA07PMIr"
"1818",1817,"2022-04-20 01:00:35+00:00","Kardashian lawyer tears into Blac Chyna, accuses her of wanting to be one of them: ‘She wanted that name’ https://t.co/ay2EA8jOGO"
"1819",1818,"2022-04-20 01:00:01+00:00","BUCKLE UP: The move aims to reverse a Florida judge's decision that ended the sweeping mandate. https://t.co/vNSweNvGUq https://t.co/AEFd48aSaz"
"1820",1819,"2022-04-20 00:59:38+00:00","NO MASK, NO PROBLEM: Pete Hegseth applauds a federal judge's ruling to strike down the Biden admin’s mask mandate for public transportation. https://t.co/JuUSKSepdJ"
"1821",1820,"2022-04-20 00:42:22+00:00","COVID-19 scared patients out of hospitals, bringing on health neglect and extreme backlogs https://t.co/EfNd3ejPB7"
"1822",1821,"2022-04-20 00:37:28+00:00","OPINION: Russia and China are ramping up a new cold war and our independence is at risk https://t.co/bauX64lxRr"
"1823",1822,"2022-04-20 00:29:52+00:00","Buccaneers GM dismisses reported Tom Brady, Dolphins scheme as just 'chatter' https://t.co/xk1ZdnxDoH"
"1824",1823,"2022-04-20 00:20:21+00:00","OPINION: Twitter shareholders should sue over ‘poison pill’ plot to foil Elon Musk https://t.co/Oqmsivcrjx"
"1825",1824,"2022-04-20 00:13:38+00:00","USFL's Shea Patterson honors Dwayne Haskins during debut https://t.co/eGYJye91eN"
"1826",1825,"2022-04-20 00:08:51+00:00","California man charged in Home Depot fire so large it was detected from space https://t.co/kn2vQ4ZIUe"
"1827",1826,"2022-04-20 00:00:01+00:00","MASK HYSTERIA: Some called for a boycott of airlines who don't continue requiring masks. https://t.co/Uy7Mx0fe5E https://t.co/z8JljhrZKQ"
"1828",1827,"2022-04-19 23:53:29+00:00","WALLED OFF: ‘There is no question we have a broken immigration system,' White House press secretary Jen Psaki said. https://t.co/9VCiamB3DM https://t.co/QR0pNfGhEf"
"1829",1828,"2022-04-19 23:51:42+00:00","Grand jury indicts two men who allegedly posed as federal agents, gave Secret Service agents gifts https://t.co/wameIh2x2p"
"1830",1829,"2022-04-19 23:45:03+00:00","Lori Vallow, Chad Daybell appear in court for murder; Vallow pleads not guilty https://t.co/OoE5vthaJ5"
